,ykiho,name,addr,srch
5718,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,악어치과의원,"세종특별자치시 보듬3로 8-20 208.209호 (도담동, 한신휴시티)",17
5719,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,안녕하세요 치과의원,경기도 광주시 벼루개로 36 서원프라자3 303호~305호 (태전동),17
5720,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,안녕하세요부부치과의원,"경기도 안산시 단원구 예술대학로 17 5층 511~513호 (고잔동, 중앙노블레스)",17
5721,JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,안동열린치과의원,경상북도 안동시 복주5길 41 303~304호 (옥동),17
5722,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,안박치과의원,서울특별시 종로구 종로35길 9 (효제동),17
5723,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,안병석치과의원,"서울특별시 성동구 왕십리로 273-1 (행당동, 안병석치과)",17
5724,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,안산레이크치과의원,"경기도 안산시 단원구 광덕대로 130 폴리타운 B동 216,217호 (고잔동)",17
5725,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,안산미앤미치과의원,"경기도 안산시 단원구 원포공원1로 35 201,202호 (초지동, 제일프라자)",17
5726,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,안산본플란트치과의원,경기도 안산시 상록구 샘골로 39 연지 오피스텔 201~202호 (본오동),17
5727,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,안성성모치과의원,경기도 안성시 시장길 58 안성성모병원 302호 (서인동),17
5728,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,안성자연치과의원,경기도 안성시 중앙로 397-1 3층 (대천동),17
5729,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,안세미시간치과의원,"경기도 성남시 분당구 판교역로192번길 16 503~504호 (삼평동, 판교타워)",17
5730,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,안세치과의원,경기도 안산시 상록구 감골1로 60 3층 303호 (사동),17
5731,JDQ4MTg4MSM1MSMkMSMkNCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,안아프니치과의원,서울특별시 구로구 시흥대로 577 2층 (구로동),17
5732,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,안아픈치과의원,"경기도 김포시 김포한강4로 131 504호 (장기동, 정현메디피아)",17
5733,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,안양사과나무치과의원,"경기도 안양시 동안구 관악대로 103 506호 (비산동, 103에비뉴)",17
5734,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,안정T치과의원,경기도 평택시 팽성읍 안정쇼핑로 20 (팽성읍),17
5735,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,안종우통합치과의원,경상남도 창원시 진해구 진해대로776번길 28 진해농협종합회관(하나로마트) 1층 (석동),17
5736,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,안준상치과의원,서울특별시 중구 퇴계로86길 11 3층 (신당동),17
5737,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,안창영치과의원,서울특별시 강남구 남부순환로 2912 (대치동),17
5738,JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,안치과의원,광주광역시 동구 제봉로 84 (서석동),17
5739,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQyIyQ3IyQwMCQzNjEwMDIjNDEjJDEjJDQjJDgz,알토란치과의원,서울특별시 송파구 송파대로37길 88 3층 (석촌동),17
5740,JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,알파탑치과의원,대구광역시 수성구 알파시티2로 29 범영빌딩 5층 (시지동),17
5741,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,알프스치과의원,인천광역시 계양구 오조산로 3 한미리빌딩 4층 401호 (작전동),17
5742,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,압구정바로미치과의원,서울특별시 강남구 언주로 869 서영빌딩 401호 (신사동),17
5743,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,압구정새하치과의원,서울특별시 강남구 논현로176길 20 3층 (신사동),17
5744,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,압구정스마일치과의원,경기도 수원시 영통구 태장로 87 (망포동),17
5745,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz,압구정오라클치과의원,서울특별시 강남구 압구정로30길 23 101호 (신사동),17
5746,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,앞선치과의원,대전광역시 유성구 테크노1로 12-28 메종드세이 2층 212~223호 (관평동),17
5747,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,앨리스치과의원,세종특별자치시 한누리대로 265 명동프라자 5층 (나성동),17
5748,JDQ4MTYyMiM4MSMkMSMkOCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,양경필치과의원,제주특별자치도 제주시 공항로1길 46 (용담이동),17
5749,JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,양대승치과의원,전라북도 남원시 의총로 61 (금동),17
5750,JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,양덕치과의원,부산광역시 사하구 다대로429번길 15 (다대동),17
5751,JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,양승춘치과의원,전라북도 전주시 완산구 충경로 58 (중앙동3가),17
5752,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,양용근치과의원,경상남도 통영시 새터길 45 (서호동),17
5753,JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,양춘호치과의원,전라북도 김제시 동서로 259 2층 (요촌동),17
5754,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQzIyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,양치과의원,"서울특별시 강남구 역삼로 124 (역삼동, 2층일부)",17
5755,JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,양치과의원,광주광역시 동구 중앙로 337 (계림동),17
5756,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQzIyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,양평믿음치과의원,경기도 양평군 양평읍 시민로20번길 2 MH 2층,17
5757,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQzIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,양평백상치과의원,경기도 양평군 양평읍 역전길 3 4층,17
5758,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,양평하나로치과의원,경기도 양평군 양평읍 시민로 12 1층,17
5759,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,양해민치과의원,인천광역시 부평구 경인로 954-1 경인스타빌딩 2층 (부평동),17
5760,JDQ4MTg4MSM1MSMkMSMkNCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,어울림치과의원,"서울특별시 서초구 효령로74길 4 5층 (서초동, 우담빌딩)",17
5761,JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,어진치과의원,대구광역시 수성구 동대구로58길 15 2층 (범어동),17
5762,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,언양탑치과의원,울산광역시 울주군 언양읍 남문길 22 2층,17
5763,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ5IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,언제나이든치과의원,서울특별시 관악구 난곡로 210 3층 (신림동),17
5764,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,언제나치과의원,"서울특별시 양천구 신월로 164 402,403호 (신월동, 승일뷰티타워)",17
5765,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzUxIyQxIyQxIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,얼굴에미소치과의원,경기도 남양주시 진접읍 금강로1573번길 6 2.3층 (복송빌딩),17
5766,JDQ4MTYyMiM1MSMkMSMkOCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,엄윤섭구강악안면외과치과의원,충청북도 제천시 풍양로 101 2층 (중앙로1가),17
5767,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,엄인석치과의원,인천광역시 계양구 봉오대로 739 (작전동),17
5768,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,에덴치과의원,서울특별시 강서구 화곡로 301 (화곡동),17
5769,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,에덴플러스치과의원,대전광역시 중구 계룡로882번길 62 2층 (오류동),17
5770,JDQ4MTYyMiM1MSMkMSMkNCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,에벤에셀치과의원,"강원도 원주시 시청로 555 2층 (관설동, 청어람빌딩)",17
5771,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzIxIyQyIyQxIyQwMCQzNjE0ODEjODEjJDEjJDYjJDgz,에스(S)뉴욕치과의원,경상남도 김해시 율하4로 46 율하N스퀘어 601호 (장유동),17
5772,JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,에스디치과교정과치과의원,광주광역시 서구 무진대로 935 2층 (광천동),17
5773,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,에스앤케이치과의원,"서울특별시 강남구 논현로 839 (신사동, 규명빌딩 503호)",17
5774,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQyIyQ3IyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,에스앤피서울치과의원,경기도 광명시 금하로 525 4층 (소하동),17
5775,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz,에스제이바른이치과의원,"서울특별시 금천구 벚꽃로 278 지하1층 136호 (가산동, SJ테크노빌)",17
5776,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,에스치과의원,서울특별시 영등포구 양평로 126 (양평동5가),17
5777,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzMxIyQxIyQzIyQ4OSQzNjEwMDIjNTEjJDEjJDYjJDgz,에이(A)플란트치과의원,"경기도 의정부시 청사로 41 505호 (금오동, 금오삼성플라자)",17
5778,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,에이덴치과의원,경기도 성남시 수정구 위례광장로 9-9 위례우남역 퍼스트푸르지오시티 3층 323호 (창곡동),17
5779,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,에이스치과의원,"경기도 용인시 기흥구 금화로 103 3층 301호 (상갈동, 정진프라자)",17
5780,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,에이스치과의원,충청남도 아산시 모종남로12번길 16 3층 303~304호 (모종동),17
5781,JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,에이스치과의원,광주광역시 광산구 용아로379번길 30 2층 (하남동),17
5782,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQxIyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,에이스치과의원,경기도 부천시 길주로 237 중동메디칼 205호 (중동),17
5783,JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,에이스치과의원,경상북도 경산시 대학로 30 3층 (정평동),17
5784,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,에이스치과의원,충청남도 천안시 서북구 두정로 237 3층 (두정동),17
5785,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,에이스치과의원,서울특별시 은평구 은평로 229 (녹번동),17
5786,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,에이원치과의원,서울특별시 서대문구 신촌로 171 2층 (대현동),17
5787,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,에이원치과의원,"서울특별시 노원구 중계로 120 (중계동, 득림빌딩 2층)",17
5788,JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,에이원치과의원,"대구광역시 동구 안심로 389 2층 204, 205호 (신서동)",17
5789,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,에이케이플란트치과의원,"대전광역시 동구 은어송로 58 3,4,5,6층 (가오동, 가오동,글로리아타워)",17
5790,JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,에이케이플란트치과의원,대전광역시 유성구 도안대로 511-7 4층 (상대동),17
5791,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz,에이티에이치과의원,서울특별시 강남구 강남대로 406 GLASS TOWER 10층 (역삼동),17
5792,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzUxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,에이플러스치과의원,경기도 하남시 아리수로 570 미사역 효성해링턴 타워 더 퍼스트 2층 2003 ~ 2005호 (망월동),17
5793,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,에이플러스치과의원,"서울특별시 은평구 은평로 194 2층 201호 (응암동, 더 위일)",17
5794,JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,에코천그루치과의원,전라북도 전주시 덕진구 세병남로 35 3층 302호 (송천동2가),17
5795,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,에코플러스치과의원,"경기도 화성시 동탄반석로 134 402호 (반송동, 에이치원메디컬센터)",17
5796,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,에투알드서울치과의원,"서울특별시 강남구 선릉로 820 (청담동, 남한강빌딩3층 301호)",17
5797,JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNTEjJDEjJDIjJDgz,에프엠치과의원,"전라북도 군산시 수송2길 5 FM임플란트빌딩 2,3,4,5층 (수송동)",17
5798,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,에피파니치과의원,"서울특별시 강남구 도산대로 206 2층,3층 (논현동)",17
5799,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,엑셀란트치과의원,경기도 남양주시 진접읍 해밀예당1로 220 4층 (M타워),17
5800,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz,엔치과의원,"인천광역시 남동구 만수서로 60 302호 (만수동, 필러스프라자)",17
5801,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,엔플란트치과의원,"경기도 수원시 팔달구 중부대로 185 (우만동, 송암빌딩)",17
5802,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,엘에이치과의원,"서울특별시 중랑구 망우로 304 2,3층 (상봉동, 상봉베스트원아파트)",17
5803,JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQyIyQxIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,엘치과의원,광주광역시 북구 매곡로 70 2층 (매곡동),17
5804,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,엘치과의원,"경기도 성남시 분당구 성남대로916번길 7 104호 (야탑동, 서일빌딩)",17
5805,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,엘치과의원,"서울특별시 강남구 강남대로 240 (도곡동, 306호일부, 307호일부)",17
5806,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQxMyQzNjEyMjIjODEjJDEjJDIjJDgz,엘치과의원,경기도 평택시 원평1로 38 (평택동),17
5807,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQxIyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz,엘투치과의원,서울특별시 강남구 봉은사로 469 4층 (삼성동),17
5808,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,엠디치과의원,경기도 군포시 산본로323번길 16-36 삼정빌딩 601호 (산본동),17
5809,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,엠씨지치과의원,서울특별시 서초구 서초중앙로 166 7층 (서초동),17
5810,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,엠아이치과의원,"경상남도 김해시 번화1로44번길 6 JH빌딩 402,502호 (대청동)",17
5811,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,엠와이치과의원,"서울특별시 마포구 월드컵북로 396 B1층 1067호,1068호,1069호 (상암동, 누리꿈스퀘어)",17
5812,JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,엠치과의원,대구광역시 북구 학정로 439 2층 (동천동),17
5813,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQxIyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,엠플란트치과의원,경기도 광명시 금하로 529 205호 (소하동),17
5814,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,여의도베스트덴치과의원,"서울특별시 영등포구 63로 36 201호 (여의도동, 리버타워)",17
5815,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,여의도예치과의원,"서울특별시 영등포구 여의대방로69길 28 4층 (여의도동, 유성빌딩)",17
5816,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNTEjJDEjJDIjJDgz,역곡 뉴욕탑치과의원,경기도 부천시 경인로 507 4층 (괴안동),17
5817,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,역곡사과나무치과의원,경기도 부천시 역곡로 8 4층 (역곡동),17
5818,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,역곡열린치과의원,"경기도 부천시 경인로 517 3층 (괴안동, 광장빌딩 )",17
5819,JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,연나무치과의원,서울특별시 은평구 연서로 213 성보빌딩 4층 (갈현동),17
5820,JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,연부부치과의원,"부산광역시 사하구 다대낙조2길 100 301,302호 (다대동, 롯데캐슬아파트주상가)",17
5821,JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,연산반도치과의원,부산광역시 연제구 월드컵대로 128 6층 (연산동),17
5822,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,연세365치과의원,경기도 광명시 범안로 1046 6층 (하안동),17
5823,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjNTEjJDEjJDYjJDgz,연세365치과의원,경기도 안양시 만안구 안양로 340 2층 (안양동),17
5824,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,연세365치과의원,"경기도 부천시 길주로 91 3층 307~310호 (상동, 비잔티움)",17
5825,JDQ4MTg4MSM1MSMkMSMkNCMkNzIkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,연세MY바른이치과의원,서울특별시 마포구 양화로 156 LG팰리스빌딩 2층 214호 (동교동),17
