,ykiho,name,addr,srch
1797,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,의료법인석영의료재단효도투석요양병원,"경상남도 창원시 마산회원구 3·15대로 878-878 (구암동, 효도병원)",13
1798,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성인의료재단이에이씨창원요양병원,경상남도 창원시 마산합포구 가포로 652 (덕동동),13
1799,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,의료법인성진의료재단 동산요양병원,부산광역시 사하구 낙동대로216번길 10 (괴정동),13
1800,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,의료법인송암의료재단 중앙요양병원,경상북도 경주시 금성로 281  (성건동),13
1801,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,의료법인아람의료재단덕유산자연사랑요양병원,경상남도 거창군 거창읍 거안로 1266-77 (),13
1802,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz,의료법인아선의료재단메디케어요양병원,충청남도 천안시 서북구 검은들1길 20 (불당동),13
1803,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,의료법인양지의료재단 양지요양병원,경상북도 경산시 경산로 174  (옥산동),13
1804,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,의료법인양지의료재단양지요양병원,경기도 이천시 호법면 덕평로 224 양지요양병원,13
1805,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,의료법인예선의료재단 예선요양병원,전라남도 순천시 제일대학길 3-0 예선요양병원,13
1806,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인운천의료재단메디홀스요양병원,경기도 부천시 경인로110번길 14 (송내동),13
1807,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,의료법인원광의료재단청주원광효도요양병원,충청북도 청주시 흥덕구 월명로 15-0 원광효도요양병원,13
1808,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,의료법인원산의료재단 다사랑요양병원,"전라북도 남원시 산곡길 55 (산곡동, 다사랑요양병원)",13
1809,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjODEjJDEjJDYjJDgz,의료법인이정의료재단효사랑병원,경기도 연천군 전곡읍 평화로 525-525 525,13
1810,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,의료법인인덕의료재단 경도요양병원,경상북도 예천군 예천읍 원고개길 49 (),13
1811,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,의료법인인덕의료재단 복주요양병원,경상북도 안동시 풍산읍 함백이길 154 (),13
1812,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인전일의료재단한가족요양병원,부산광역시 수영구 장대골로7번길 45-45 2~4층 (광안동),13
1813,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인정석의료재단제천하나요양병원,충청북도 제천시 풍양로 89-0  (중앙로1가),13
1814,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인주영의료재단 동인요양병원,전라남도 여수시 좌수영로 319  (문수동),13
1815,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNjEjJDEjJDgjJDgz,의료법인청록의료재단신세계요양병원,경상남도 창원시 마산회원구 내서읍 죽암로 89 (신세계요양병원),13
1816,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjEwMDIjODEjJDEjJDYjJDgz,의료법인청울의료재단 선암요양병원,전라남도 순천시 상사면 상사호길 231 (),13
1817,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,의료법인태안의료재단현대요양병원,충청남도 태안군 태안읍 환동로 31 (),13
1818,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인해림의료재단 부산금사요양병원,부산광역시 금정구 반송로 470 2~7층 (금사동),13
1819,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,의료법인행림의료재단 새미소요양병원,전라남도 구례군 구례읍 구례로 28 (),13
1820,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNzEjJDEjJDgjJDgz,의료법인호원의료재단호원요양병원,"경기도 안산시 상록구 광덕산2로 22 (월피동, 은성빌딩)",13
1821,JDU4MTI3MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,의정부민락요양병원,경기도 의정부시 오목로225번길 115 4~8층 (민락동),13
1822,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의정부요양병원,경기도 의정부시 체육로 113-18 (녹양동),13
1823,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,이손요양병원,울산광역시 울주군 삼남읍 하방로 39 (),13
1824,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,인일요양병원,"인천광역시 미추홀구 미추홀대로 699 (주안동, 지하3층~9층)",13
1825,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,인천노인전문병원,인천광역시 부평구 장제로 117 1 ~ 8층 (부평동),13
1826,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,인천드림요양병원,인천광역시 미추홀구 경인로 46 상아빌딩 지2~9층 (숭의동),13
1827,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,인천사랑요양병원,"인천광역시 미추홀구 경인로 400 (주안동, 지하2층~지하1층, 1층일부~10층)",13
1828,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,인천삼성요양병원,"인천광역시 중구 우현로62번길 30 (경동, 지하1층, 1층, 2층, 3층)",13
1829,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,인천수요양병원,인천광역시 남동구 호구포로 214 대진메디컬프라자 7~10층 (논현동),13
1830,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,일곡양지요양병원,"광주광역시 북구 우치로422번길 32 지1.1-4층 (삼각동, 양지병원)",13
1831,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,일산리더스요양병원,"경기도 고양시 일산동구 위시티로 18 5~8층 (식사동, 동국타워)",13
1832,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,일산메디안요양병원,"경기도 고양시 일산서구 중앙로 1564 그린월드 6층,706호,707호,8층,9층,10층호 (대화동)",13
1833,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,일산현대요양병원,"경기도 고양시 일산동구 무궁화로 346 지하1~2층,1~3층 (풍동)",13
1834,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,임요양병원,울산광역시 남구 삼산로 11 (신정동),13
1835,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,자성대 요양병원,경기도 파주시 탄현면 새오리로 215-50 (),13
1836,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,재단법인 자연재단 더필잎요양병원,"인천광역시 부평구 장제로 175 지하1(일부)층, 1(일부)층, 2층~8층 전체 (부평동)",13
1837,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,재단법인 제중의료복지재단 제중요양병원,"서울특별시 구로구 새말로 60 제중요양병원 지하2,동 1~9층 (구로동)",13
1838,JDQ4MTYyMiM4MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,제주하늘의료소비자생활협동조합제주하늘요양병원,"제주특별자치도 제주시 서사로 40 3,5층 (삼도일동)",13
1839,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,좋은이웃요양병원,경기도 성남시 중원구 도촌로8번길 34 (도촌동),13
1840,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,좌수영요양병원,전라남도 여수시 봉계5길 10-13  (봉계동),13
1841,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz,중앙요양병원,대구광역시 달서구 월배로83길 14 (송현동),13
1842,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,중앙효요양병원,"부산광역시 사하구 낙동대로 565 (하단동, 호서부산빌딩)",13
1843,JDQ4MTYyMiM4MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz,지오요양병원,제주특별자치도 제주시 서광로 222 (삼도일동),13
1844,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,참사랑요양병원,전라북도 군산시 조촌로 21 (조촌동),13
1845,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,천사요양병원,"광주광역시 북구 북문대로 18 지1,1～7층 (운암동)",13
1846,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,천진요양병원,"인천광역시 서구 건지로 264 4,5,6층 (가좌동)",13
1847,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,첨단요양병원,대구광역시 북구 대현로 19 (대현동),13
1848,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,청주시립요양병원,충청북도 청주시 서원구 궁뜰로62번길 29 (장성동),13
1849,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,청풍호노인사랑병원,충청북도 제천시 금성면 청풍호로 1147-0 (),13
1850,JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,춘천호반요양병원,강원도 춘천시 옛경춘로 663 663,13
1851,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,충주현대요양병원,충청북도 충주시 연수상가3길 14-0  (연수동),13
1852,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,칠성요양병원,"대구광역시 북구 신암로 27 2,4층일부,5-7층 (칠성동1가)",13
1853,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz,카네이션요양병원,"경기도 의정부시 장곡로 626 금오종합상가 A동 401~410, 601~610호, B동 603,605호 (신곡동)",13
1854,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,퇴계원 서울요양병원,경기도 남양주시 퇴계원면 도제원로 32 (),13
1855,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,투재암요양병원,"경기도 구리시 아차산로 493 D동 (교문동, 중앙하이츠티움)",13
1856,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,튼튼요양병원,대전광역시 중구 목중로 9 대전튼튼요양병원,13
1857,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,파라밀요양병원,경기도 안성시 죽산면 녹배길 139 (),13
1858,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,파주로하스요양병원,경기도 파주시 숲속노을로 273 바이오텍홀딩스 1~7층 (문발동),13
1859,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,팔팔요양병원,서울특별시 도봉구 시루봉로 310 화성빌딩 (도봉동),13
1860,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,퍼스트보람요양병원,경기도 파주시 월롱면 통일로 715-2 (),13
1861,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,편안한요양병원,서울특별시 광진구 자양로 38 편안한요양병원 (자양동),13
1862,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,포브스요양병원,경기도 용인시 처인구 금령로 132 (마평동),13
1863,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,포항이요양병원,경상북도 포항시 북구 중흥로 227  (죽도동),13
1864,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,푸른요양병원,경상남도 창원시 성산구 창원천로94번길 82-18 푸른요양병원 (대원동),13
1865,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,학교법인 대우학원 아주대학교요양병원,경기도 수원시 영통구 월드컵로150번길 21 아주대학교요양병원 (원천동),13
1866,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,한길요양병원,경기도 양평군 양서면 남한강변길 83 (),13
1867,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,한사랑요양병원,전라북도 전주시 완산구 용머리로 251 (서완산동2가),13
1868,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNTEjJDEjJDIjJDgz,한솔요양병원,대구광역시 북구 침산로 167 (침산동),13
1869,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,해피니스요양병원,광주광역시 북구 삼정로 142 (두암동),13
1870,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,햇살요양병원,"서울특별시 동대문구 장한로 152 지하1~2층, 지상3 ~10층 (장안동)",13
1871,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,행복마을요양병원,인천광역시 남동구 백범로 398 새마을금고중앙회 (간석동),13
1872,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,행복한시니어스요양병원,대전광역시 중구 보문산로 359 (문화동),13
1873,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,현송요양병원,전라남도 여수시 해산4길 37-0  (해산동),13
1874,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,호남요양병원,광주광역시 광산구 사암로 206  (우산동),13
1875,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,호두나무요양병원,충청남도 천안시 동남구 청수로 123-11 호두나무요양병원 (구성동),13
1876,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz,화성해인요양병원,경기도 화성시 매송면 화성로 2407-15 (),13
1877,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,효림요양병원,서울특별시 동대문구 천호대로 259-1 (답십리동),13
1878,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,효사랑가족요양병원,전라북도 전주시 완산구 용머리로 77 (효자동1가),13
1879,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,효사랑전주요양병원,전라북도 전주시 완산구 팔달로 272 (서노송동),13
1880,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,희연요양병원,"경상남도 창원시 성산구 원이대로393번길 25 케이프타운 2-4층 일부, 지하1-2층 일부호 (반지동)",13
1881,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,수성중동병원,"대구광역시 수성구 수성로 268 1층 102호, 2층~8층 (중동)",13
1882,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인한성재단동아메디병원,"대구광역시 수성구 지산로 77 (지산동, (지상1~6층))",13
1883,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,(사)대한신장복지회 대신의원,"충청북도 청주시 청원구 충청대로 93 지하1층, 지상 1, 2층 (율량동)",13
1884,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,(사)모퉁이복지재단 인천재활의원,인천광역시 미추홀구 인주대로 290 (주안동),13
1885,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,(의) 열린의료재단 강동열린의원,"서울특별시 강동구 천호대로 1092 1층 112호,113호 (성내동, SK허브진)",13
1886,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,(의) 열린의료재단 대구열린의원,"대구광역시 중구 중앙대로 359 반월당메티칼오피스타워 5,6층 (남산동)",13
1887,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,(의) 열린의료재단 동대문열린의원,서울특별시 종로구 종로 335 원풍빌딩 6층 (창신동),13
1888,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 상봉열린의원,"서울특별시 중랑구 면목로 492 주연빌딩 7,8 일부층 (상봉동)",13
1889,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,(의) 열린의료재단 서면열린의원,부산광역시 부산진구 중앙대로 749 5층 (부전동),13
1890,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,(의) 열린의료재단 서초열린의원,서울특별시 서초구 서초대로 320 하림인터내셔날빌딩 3층 (서초동),13
1891,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,(의) 열린의료재단 성남열린의원,경기도 성남시 수정구 수정로 185 6층 (태평동),13
1892,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,(의) 열린의료재단 안산열린의원,"경기도 안산시 상록구 용신로 388 (본오동, 유니온프라자 501~505호)",13
1893,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz,(의) 열린의료재단 연산열린의원,"부산광역시 연제구 중앙대로 1091 7층 (연산동, 제세빌딩)",13
1894,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,(의) 열린의료재단 연신내열린의원,"서울특별시 은평구 연서로 246 (불광동,연신내 메디칼센터 8층)",13
1895,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 영등포열린의원,"서울특별시 영등포구 경인로 841 영등포우체국 4,5층 (영등포동4가)",13
1896,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,(의) 열린의료재단 은평열린의원,서울특별시 은평구 서오릉로 145 상원빌딩 4층 (구산동),13
1897,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,(의) 열린의료재단 이천열린의원,경기도 이천시 설봉로 7 4층 (관고동),13
1898,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 정다운의원,전라남도 순천시 봉화3길 14 4~5층 (조례동),13
1899,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz,(의) 열린의료재단 참사랑의원,경기도 수원시 팔달구 덕영대로 693 (화서동),13
1900,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,(의) 열린의료재단 한마음의원,광주광역시 북구 설죽로 319 3층 (매곡동),13
1901,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz,(의) 열린의료재단 혜화열린의원,서울특별시 성북구 동소문로 125 5~6층 (동선동4가),13
1902,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,(의)새생명의료재단 서울새생명의원,"서울특별시 노원구 노해로 456 동방빌딩 2층 1,2호 (상계동)",13
